time_utc,temperature_fc,wind_fc,issued_at,temperature_obs,wind_obs,temp_error,wind_error
2026-05-13 18:00:00+00:00,10.5,1.1,2026-05-13 17:00:00+00:00,12.1,3.7,-1.5999999999999996,-2.6
