time_utc,temperature_fc,wind_fc,issued_at,temperature_obs,station_id,wind_obs,temp_error,wind_error
2026-05-14 10:00:00+00:00,6.3,1.7,2026-05-14 09:00:00+00:00,4.8,SN18700,2.1,1.5,-0.40000000000000013
