time_utc,temperature_fc,wind_fc,issued_at,temperature_obs,wind_obs,temp_error,wind_error
2026-05-14 07:00:00+00:00,4.9,2.2,2026-05-14 06:00:00+00:00,3.8,3.7,1.1000000000000005,-1.5
