time_utc,temperature_fc,wind_fc,issued_at,temperature_obs,wind_obs,temp_error,wind_error
2026-05-13 15:00:00+00:00,12.6,1.8,2026-05-13 14:00:00+00:00,13.6,4.8,-1.0,-3.0
