time_utc,temperature_fc,wind_fc,issued_at,temperature_obs,wind_obs,temp_error,wind_error
2026-05-13 22:00:00+00:00,7.3,3.0,2026-05-13 21:00:00+00:00,6.2,3.8,1.0999999999999996,-0.7999999999999998
