timestamp,station_id,station_type
2026-05-14 09:03:01.969348+00:00,SN18700,hard_fallback
2026-05-14 09:03:02.721974+00:00,SN18700,hard_fallback
2026-05-14 09:04:10.234965+00:00,SN18700,hard_fallback
2026-05-14 09:04:11.023042+00:00,SN18700,hard_fallback
